 town,name,drg,grant_name,grant_type,pay1990,pay1991,pay1992,pay1993,pay1994,pay1995,pay1996,pay1997,pay1998,pay1999,pay2000,pay2001,pay2002,pay2003,pay2004,pay2005,pay2006,pay2007,pay2008,pay2009,pay2010,pay2011,pay2012,pay2013,pay2014,
2,Ansonia                  ,H,ARRA Stabilization-Ed Grants,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1382336.0000,2144493.0000,0.0000,0.0000,0.0000,
2,Ansonia                  ,H,ARRA Stabilization-Gov Serv,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,762157.0000,0.0000,0.0000,0.0000,0.0000,
2,Ansonia                  ,H,ARRA Title I Improving Basic Pgms ,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,220000.0000,220327.0000,0.0000,0.0000,0.0000,
2,Ansonia                  ,H,ARRA Title I Imprv Basic Pgm N & D,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62222.0000,0.0000,0.0000,0.0000,
2,Ansonia                  ,H,ARRA-IDEA Part B Sec 619 Pre Schl ,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13000.0000,14679.0000,0.0000,0.0000,0.0000,
2,Ansonia                  ,H,Carl D Perkins Voc. & Tech. Educ.,Federal,5654.0000,5251.0000,23737.0000,28120.0000,27755.0000,26427.0000,25667.0000,27009.0000,30625.0000,30698.0000,36817.0000,38099.0000,38570.0000,41098.0000,39617.0000,41593.0000,43991.0000,40694.0000,39091.0000,51072.0000,53554.0000,54004.0000,45728.0000,46179.0000,40967.0000,
2,Ansonia                  ,H,Education Jobs Fund,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,210000.0000,681897.0000,0.0000,0.0000,
2,Ansonia                  ,H,Education Of Homeless Children,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16530.0000,16054.0000,16254.0000,7100.0000,28900.0000,24067.0000,15230.0000,15230.0000,12310.0000,12310.0000,12310.0000,0.0000,12310.0000,11376.0000,0.0000,0.0000,
2,Ansonia                  ,H,Emer Impact Aid - Displaced Student,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1000.0000,500.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
2,Ansonia                  ,H,Federal Child Nutrition Programs,Federal,26997.0000,36396.0000,44287.0000,48748.0000,70984.0000,165131.0000,245243.0000,325653.0000,325367.0000,372003.0000,426376.0000,471535.0000,563338.0000,576454.0000,561575.0000,709277.0000,734882.0000,860440.0000,852924.2100,913254.3800,1039504.1500,981098.0200,1267835.1700,1123999.5600,1293620.7800,
2,Ansonia                  ,H,Goals 2000,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25000.0000,0.0000,7000.0000,2767.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
2,Ansonia                  ,H,IDEA Part B,Federal,85680.0000,94276.0000,115290.0000,135780.0000,135765.0000,147105.0000,141568.0000,143960.0000,179200.0000,216983.0000,236584.0000,314691.0000,357000.0000,271000.0000,566108.0000,601051.0000,535621.0000,581384.0000,572653.0000,575797.0000,607474.0000,661728.0000,697999.0000,654927.0000,636296.0000,
2,Ansonia                  ,H,Investing & Personal Finance Educat,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25000.0000,0.0000,0.0000,0.0000,0.0000,15000.0000,
2,Ansonia                  ,H,Mathematics And Science Partnership,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70000.0000,121813.0000,178102.0000,125506.0000,89181.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
2,Ansonia                  ,H,Other Federal Grants,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,282.0000,0.0000,1780.0000,0.0000,0.0000,0.0000,0.0000,2100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
2,Ansonia                  ,H,Preschool Grants Program,Federal,20583.0000,25716.0000,18451.0000,23110.0000,14949.0000,25070.0000,18375.0000,16599.0000,6435.0000,7245.0000,7755.0000,7772.0000,5000.0000,3964.0000,16510.0000,10360.0000,6000.0000,12163.0000,8078.0000,5535.0000,8250.0000,13438.0000,8653.0000,8588.0000,7375.0000,
2,Ansonia                  ,H,School Improvement-1003(g),Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,93200.0000,66800.0000,0.0000,0.0000,0.0000,0.0000,
2,Ansonia                  ,H,State Improvement Grant-Spec.,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5000.0000,5000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
2,Ansonia                  ,H,Title I Improving Basic Programs,Federal,191382.0000,217048.0000,248721.0000,258736.0000,247611.0000,203687.0000,234235.0000,250000.0000,336120.0000,329575.0000,347186.0000,310000.0000,417314.0000,512810.0000,694028.0000,650000.0000,582777.0000,416617.0000,522093.0000,585948.0000,787014.0000,769790.0000,894937.0000,782221.0000,810963.0000,
2,Ansonia                  ,H,Title I-Capital Expenses,Federal,7552.0000,9679.0000,4800.0000,5100.0000,4500.0000,4950.0000,4489.0000,4025.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
2,Ansonia                  ,H,Title I-Part B-Reading First,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40000.0000,460000.0000,250000.0000,250000.0000,250000.0000,250000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
2,Ansonia                  ,H,Title II - Eisenhower Prof. Dev.,Federal,0.0000,4392.0000,6987.0000,7822.0000,8050.0000,7772.0000,8093.0000,6000.0000,11335.0000,14861.0000,13680.0000,12974.0000,12000.0000,0.0000,5380.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
2,Ansonia                  ,H,Title II Part D Technology,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11000.0000,17441.0000,37357.0000,85000.0000,12429.0000,3837.0000,2451.0000,2928.0000,0.0000,0.0000,0.0000,0.0000,
2,Ansonia                  ,H,Title II-Part A Teachers,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,120000.0000,127734.0000,173929.0000,130000.0000,79605.0000,180511.0000,152032.0000,170479.0000,149006.0000,91051.0000,133569.0000,121983.0000,
2,Ansonia                  ,H,Title III Part A English Language,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1000.0000,21416.0000,19840.0000,8000.0000,15122.0000,14299.0000,11496.0000,10559.0000,12489.0000,15436.0000,12865.0000,1407.0000,
2,Ansonia                  ,H,Title III-Emerg.Immigrant Educ.,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6332.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4000.0000,14476.0000,0.0000,0.0000,0.0000,0.0000,
2,Ansonia                  ,H,Title IV Part A Safe & Drug Free,Federal,9947.0000,16327.0000,18736.0000,18891.0000,18628.0000,12798.0000,9775.0000,9500.0000,11273.0000,11000.0000,10546.0000,9860.0000,6000.0000,19061.0000,18837.0000,20772.0000,8000.0000,19153.0000,13017.0000,10513.0000,11918.0000,2676.0000,0.0000,0.0000,0.0000,
2,Ansonia                  ,H,Title V-Innovative Educ Strategies,Federal,29313.0000,28500.0000,28934.0000,28554.0000,27155.0000,22177.0000,21895.0000,16814.0000,18000.0000,21192.0000,21413.0000,22275.0000,24068.0000,23356.0000,18285.0000,24768.0000,9000.0000,7319.0000,8508.0000,1415.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
2,Ansonia                  ,H,Title VI-Class Size Reduction Pgm,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,64429.0000,69977.0000,87002.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
2,Ansonia                  ,H,Adult Education,State,40786.0000,48966.0000,54511.0000,50861.0000,58800.0000,54774.0000,62727.0000,65863.0000,66515.0000,73522.0000,80491.0000,85321.0000,86966.0000,88308.0000,70805.0000,67349.0000,73418.0000,72776.0000,93947.0000,101886.0000,105216.0000,103902.0000,104048.0000,104874.0000,106985.0000,
2,Ansonia                  ,H,Bilingual Education,State,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2407.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
2,Ansonia                  ,H,Child Nutrition State Match,State,1870.0000,1703.0000,2353.0000,2959.0000,2884.0000,4681.0000,8808.0000,9006.0000,8886.0000,8481.0000,8271.0000,11542.0000,14826.0000,15737.0000,16318.0000,14847.0000,15973.0000,16152.0000,16380.0000,16271.0000,16241.0000,15923.0000,15601.0000,15754.0000,15911.0000,
2,Ansonia                  ,H,E.E.R.A - Nonpublic,State,7737.0000,5448.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
2,Ansonia                  ,H,E.E.R.A - Public,State,41021.0000,33858.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
2,Ansonia                  ,H,Early Reading Success,State,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100000.0000,100000.0000,100000.0000,100000.0000,94619.0000,201582.0000,267808.0000,250995.0000,286307.0000,265872.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
2,Ansonia                  ,H,ECS/Alliance Dist Grants,State,5571442.0000,5838286.0000,6321778.0000,6596775.0000,7179206.0000,7321470.0000,9554215.0000,9442505.0000,9574701.0000,9655256.0000,9880273.0000,10548347.0000,11160783.0000,11696706.0000,11971916.0000,12208280.0000,12777406.0000,12841646.0000,14394773.0000,14971643.0000,12806734.0000,12850229.0000,14970112.0000,15556139.0000,15824433.0000,
2,Ansonia                  ,H,Extended School Hours,State,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,47189.0000,47521.0000,47660.0000,48609.0000,48548.0000,49573.0000,53622.0000,54044.0000,0.0000,0.0000,0.0000,
2,Ansonia                  ,H,Healthy Foods Initiative,State,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,31492.0000,33175.0000,33673.0000,33263.0000,32687.0000,31977.0000,31944.0000,30354.0000,
2,Ansonia                  ,H,High Qulty Schls & Cmn Core Implem,State,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,311646.0000,
2,Ansonia                  ,H,Interdistrict Cooperative,State,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,82200.0000,137728.0000,118414.0000,116971.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
2,Ansonia                  ,H,Magnet School,State,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1200.0000,0.0000,2400.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,900.0000,900.0000,900.0000,1350.0000,450.0000,
2,Ansonia                  ,H,Nonpublic Health Services,State,16727.0000,15971.0000,18999.0000,22496.0000,11398.0000,12572.0000,12158.0000,12113.0000,11837.0000,11088.0000,9632.0000,12436.0000,19793.0000,23189.0000,25117.0000,21332.0000,26186.0000,29432.0000,29144.0000,11405.0000,10870.0000,9307.0000,10226.0000,10922.0000,11461.0000,
2,Ansonia                  ,H,Open Choice Program,State,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12000.0000,12000.0000,6000.0000,4000.0000,4000.0000,4000.0000,2000.0000,2000.0000,2000.0000,0.0000,7500.0000,10000.0000,15000.0000,9000.0000,6000.0000,12712.0000,
2,Ansonia                  ,H,Other State Grants,State,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,49940.0000,0.0000,
2,Ansonia                  ,H,Primary Mental Health,State,0.0000,0.0000,0.0000,0.0000,0.0000,11215.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19000.0000,18600.0000,17900.0000,18123.0000,17290.0000,0.0000,0.0000,19950.0000,19437.0000,19550.0000,
2,Ansonia                  ,H,Priority School Districts,State,22131.0000,22131.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,403750.0000,1052302.0000,1054847.0000,1228358.0000,1191709.0000,1174371.0000,1170738.0000,1170738.0000,940553.0000,710369.0000,480184.0000,
2,Ansonia                  ,H,Professional Development,State,5336.0000,5280.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
